tarih,hisse,kat,baseline_tl,kum_ciro_tl,tetik_bar,tetik_saat,giris,mfe_gun_kalan_%,mae_gun_kalan_%,kapanis_gun_%,mfe_5g_%,mae_5g_%,mfe_t1,mae_t1,kapanis_t1,mfe_t2,mae_t2,kapanis_t2,mfe_t3,mae_t3,kapanis_t3,mfe_t5,mae_t5,kapanis_t5
2025-04-22,BFREN,5.14,48035402.0,247007344.0,3,2025-04-22 12:00,179.3182,4.34,-5.04,-3.29,4.34,-9.38,-3.5,-6.72,-5.39,-0.35,-6.16,-4.41,-0.7,-5.53,-4.27,-5.25,-9.38,-9.31
2025-05-07,BFREN,5.17,76570549.0,395549832.0,3,2025-05-07 12:00,210.4,0.81,-7.22,-5.23,0.81,-15.87,-0.24,-12.98,-11.83,-8.98,-14.45,-13.26,-8.84,-14.35,-12.55,-12.79,-15.87,-15.87
2025-11-19,BFREN,5.23,42805670.0,223750982.0,1,2025-11-19 10:00,184.8,1.41,-10.28,-8.5,1.41,-13.53,-1.79,-10.12,-8.12,-7.36,-10.55,-9.63,-8.33,-11.26,-11.26,-12.01,-13.53,-13.42
2026-04-14,BFREN,5.33,18507433.0,98585937.0,3,2026-04-14 12:00,151.2,0.0,-1.52,0.0,9.33,-1.52,9.33,2.51,2.65,5.36,-0.13,0.0,7.47,0.26,4.1,4.03,0.33,0.33
2026-04-15,BFREN,9.11,24821618.0,226065349.0,1,2026-04-15 10:00,163.2,1.29,-5.02,-4.9,1.29,-8.03,-2.39,-7.48,-7.35,-0.43,-7.11,-3.55,-3.55,-5.82,-5.51,-6.0,-8.03,-7.78
2025-01-10,BIENY,5.34,45353477.0,241982784.0,2,2025-01-10 11:00,36.94,0.7,-5.09,-4.06,1.25,-6.55,1.25,-5.14,-3.79,-2.33,-5.63,-5.52,-1.19,-5.36,-4.06,-2.27,-6.55,-5.63
2025-12-26,BIGTK,7.41,92783970.0,687385014.0,1,2025-12-26 10:00,409.0,1.47,-9.9,-8.56,1.47,-31.54,-8.13,-17.67,-17.67,-19.13,-25.86,-22.98,-22.0,-25.43,-25.06,-24.69,-31.54,-29.58
2026-03-25,BIGTK,5.11,30709672.0,156958440.0,3,2026-03-25 12:00,323.75,0.08,-3.55,0.08,16.37,-22.84,4.09,-3.86,-3.78,5.79,-4.79,5.79,16.37,-4.79,-4.79,-22.84,-22.84,-22.84
2026-03-30,BIGTK,11.32,54813249.0,620335667.0,2,2026-03-30 11:00,308.25,3.16,0.0,0.0,3.16,-32.85,-9.98,-9.98,-9.98,-18.96,-18.96,-18.96,-21.88,-27.04,-27.04,-21.36,-25.58,-25.58
2026-04-02,BIGTK,8.4,88673662.0,745231257.0,1,2026-04-02 10:00,234.3,2.77,-4.01,-4.01,5.55,-11.65,5.55,-11.65,-0.26,3.46,-2.09,-2.09,0.09,-9.22,-9.09,-4.27,-9.09,-7.55
2026-01-19,BINBN,5.84,64516027.0,376518670.0,3,2026-01-19 12:00,182.7,11.28,-1.42,-1.04,11.28,-3.07,-0.66,-3.07,-2.57,0.6,-2.9,-0.93,0.22,-2.19,-0.55,4.71,-1.04,1.37
2026-02-10,BINBN,5.78,135107461.0,780303781.0,2,2026-02-10 11:00,218.1,3.21,-13.71,-12.79,3.21,-18.57,-12.52,-18.57,-17.74,-15.86,-17.74,-17.24,-16.32,-18.07,-17.38,-16.6,-17.84,-17.65
2025-05-08,BINHO,5.1,253269863.0,1290528253.0,1,2025-05-08 10:00,11.8303,5.08,-1.92,-1.92,6.85,-16.24,6.85,-4.23,0.38,3.16,-7.08,-7.08,-2.85,-14.24,-14.09,-13.39,-16.24,-16.09
2026-02-11,BINHO,5.17,497066529.0,2567532092.0,2,2026-02-11 11:00,10.72,8.3,-0.47,-0.47,8.3,-8.21,4.94,-0.47,-0.19,3.08,-5.78,-4.57,-1.12,-5.41,-5.04,-4.01,-8.21,-7.93
2026-05-11,BIZIM,5.93,13743882.0,81502887.0,1,2026-05-11 10:00,32.24,13.83,-5.33,-4.03,13.83,-12.66,-2.23,-5.33,-5.33,-4.03,-7.63,-7.63,-3.91,-9.18,-7.75,-10.42,-12.66,-12.47
2025-10-01,BLCYT,6.4,50584586.0,323893405.0,3,2025-10-01 12:00,26.12,4.67,-4.13,1.45,10.95,-4.13,6.81,-0.15,4.13,7.58,1.45,7.2,9.34,5.44,9.26,4.29,0.0,3.68
2026-02-04,BLCYT,5.17,45942143.0,237532439.0,3,2026-02-04 12:00,43.82,7.94,-3.24,3.61,14.56,-3.24,7.76,-1.19,4.29,6.53,1.96,5.57,9.4,4.84,8.03,11.32,7.44,10.68
2025-06-24,BMSCH,5.78,10636168.0,61481113.0,1,2025-06-24 10:00,16.69,4.61,-13.72,4.61,4.61,-13.72,3.65,-3.0,-3.0,3.65,-11.44,-0.6,-0.12,-7.13,-1.26,-2.64,-5.51,-3.12
2026-04-21,BMSCH,6.5,32823806.0,213509840.0,3,2026-04-21 12:00,18.36,2.67,-1.96,0.71,7.19,-3.05,7.19,-0.05,2.12,6.7,-1.91,0.54,3.27,-2.45,-0.6,1.14,-2.72,-1.25
2025-04-30,BNTAS,5.96,21441882.0,127783174.0,3,2025-04-30 12:00,5.77,2.77,-1.21,1.21,34.32,-1.21,10.92,3.99,9.19,20.1,5.89,17.33,24.78,15.25,15.25,34.32,21.84,28.6
2025-11-10,BORLS,5.7,91927973.0,523754711.0,3,2025-11-10 12:00,16.4,4.63,-1.71,-1.71,4.63,-28.9,-3.05,-11.52,-3.35,-1.28,-12.99,-10.43,-9.76,-19.33,-19.33,-16.77,-28.9,-28.9
2026-04-16,BORLS,9.0,92637882.0,833842491.0,1,2026-04-16 10:00,5.81,0.0,-15.83,0.0,46.13,-15.83,9.98,3.61,9.98,20.83,16.35,20.83,32.87,32.87,32.87,31.5,14.11,31.5
2026-04-22,BORLS,5.61,193732362.0,1087585809.0,3,2026-04-22 12:00,7.29,8.5,-4.66,-4.66,12.89,-22.22,4.8,-9.05,4.8,12.89,-3.98,-3.98,-4.12,-13.58,-13.58,4.53,-2.06,4.53
2025-07-30,BOSSA,5.17,25061747.0,129618671.0,1,2025-07-30 10:00,7.51,3.73,-11.05,-10.12,3.73,-12.52,-2.93,-12.52,-6.79,-5.59,-8.79,-8.52,-6.39,-9.99,-9.32,-3.46,-6.13,-4.93
2026-01-14,BOSSA,6.28,8787046.0,55154653.0,3,2026-01-14 12:00,6.78,2.65,-1.92,-1.92,3.54,-3.98,0.59,-3.98,-1.18,0.74,-2.8,-0.74,0.0,-1.77,-1.18,1.18,-1.18,-1.18
2022-07-28,BRKO,5.88,1516815.0,8912143.0,2,2022-07-28 17:00,2.47,0.0,0.0,0.0,0.0,-21.05,0.0,-9.72,-9.72,-12.55,-17.41,-12.55,-4.86,-9.72,-4.86,-12.55,-21.05,-19.03
2026-04-02,BRKVY,5.36,45824441.0,245523873.0,2,2026-04-02 11:00,95.2,3.1,-2.84,-2.26,3.1,-9.14,0.84,-5.46,-5.2,-1.05,-5.62,-4.88,-4.15,-9.14,-8.72,-2.63,-5.93,-3.73
2024-09-30,BRLSM,5.66,29706683.0,168139606.0,2,2024-09-30 11:00,16.19,1.85,-4.69,-4.39,1.85,-15.87,-4.26,-13.28,-11.43,-6.49,-14.21,-13.4,-11.43,-14.39,-14.02,-10.13,-14.02,-12.35
2026-01-14,BRLSM,5.18,22249398.0,115300780.0,2,2026-01-14 11:00,14.88,2.69,-2.55,-0.74,3.63,-4.7,3.63,-2.62,-1.88,-0.81,-3.29,-2.89,-0.87,-2.96,-2.28,-2.22,-4.7,-4.1
2026-05-14,BRLSM,5.62,87017855.0,488719922.0,2,2026-05-14 11:00,18.81,2.92,-2.07,2.92,35.46,-5.79,13.13,5.79,13.13,24.4,16.85,24.4,35.46,11.96,11.96,4.15,-5.79,0.85
2026-05-20,BRLSM,5.01,174905990.0,876892272.0,2,2026-05-20 11:00,22.12,9.86,-4.79,-4.79,9.86,-19.89,4.52,-14.29,-14.29,-11.44,-19.89,-14.24,-6.6,-13.2,-10.76,-6.69,-14.56,-6.69
2022-07-26,BRMEN,5.05,89952.0,454423.0,3,2022-07-26 17:00,0.6417,0.0,-0.52,-0.52,0.0,-5.76,0.0,-1.57,-1.57,-1.05,-2.09,-2.09,-1.57,-5.76,-5.76,0.0,-1.05,-1.05
2022-08-29,BRMEN,5.04,263272.0,1325585.0,2,2022-08-29 13:00,0.8399,0.0,0.0,0.0,46.0,0.0,10.0,6.0,10.0,20.8,19.2,20.8,32.8,31.6,32.8,44.0,31.6,36.8
2022-10-20,BRMEN,5.18,135050.0,699052.0,3,2022-10-20 17:00,0.9105,0.0,-1.48,-1.48,0.37,-5.17,0.37,-1.85,0.37,0.37,-1.85,-1.85,-1.11,-2.21,-2.21,-3.32,-5.17,-5.17
2022-12-02,BRMEN,5.36,414031.0,2217920.0,3,2022-12-02 17:00,1.0482,0.0,0.0,0.0,4.81,-7.05,0.0,-3.21,-3.21,0.96,-7.05,-1.92,4.81,0.96,2.56,-1.92,-2.56,-2.24
2023-06-06,BRMEN,5.22,216119.0,1128800.0,3,2023-06-06 17:00,1.0274,0.0,0.0,0.0,0.0,-12.89,0.0,-6.7,-5.67,-2.06,-5.67,-5.67,-5.15,-8.25,-7.22,-9.79,-12.89,-12.89
2023-07-03,BRMEN,5.56,574125.0,3193558.0,3,2023-07-03 17:00,1.2975,0.0,0.0,0.0,6.53,-11.43,0.0,-3.27,-3.27,-6.12,-6.53,-6.53,-6.53,-11.43,-11.43,6.53,-2.45,6.53
2023-11-30,BRMEN,6.72,993576.0,6680392.0,3,2023-11-30 17:00,2.8015,0.0,0.0,0.0,0.0,-26.28,-6.99,-9.83,-6.99,-7.94,-14.74,-14.18,-14.18,-19.28,-18.15,-22.5,-24.39,-22.5
2023-12-01,BRMEN,5.13,1374089.0,7055136.0,3,2023-12-01 17:00,2.5685,1.44,0.0,1.44,1.44,-19.59,0.41,-7.01,-6.39,-6.39,-11.96,-10.72,-10.72,-19.59,-19.59,-7.01,-8.25,-7.01
2024-02-19,BRMEN,5.23,1513379.0,7910784.0,3,2024-02-19 17:00,2.8651,0.0,0.0,0.0,5.36,-8.5,5.36,0.55,0.55,-5.55,-8.5,-8.5,-4.44,-7.58,-4.44,-2.77,-7.21,-6.65
2024-03-13,BRMEN,5.6,2784722.0,15597717.0,2,2024-03-13 13:00,3.6012,0.0,-2.5,-2.5,13.97,-12.21,-4.71,-12.21,-4.71,4.71,-4.71,4.71,4.71,-5.74,-5.74,13.97,5.88,13.97
2024-10-22,BRMEN,5.45,1153071.0,6283407.0,1,2024-10-22 12:00,3.1669,0.0,0.0,0.0,0.0,-19.4,-6.35,-9.87,-9.87,-13.04,-14.72,-14.72,-15.89,-16.22,-15.89,-18.56,-19.4,-18.56
2025-07-11,BRMEN,5.07,754657.0,3827078.0,3,2025-07-11 17:00,3.1775,0.0,-0.17,-0.17,6.5,-4.5,-1.5,-3.5,-1.5,6.5,-4.5,3.33,5.83,3.33,3.33,3.33,2.5,3.0
2025-10-31,BULGS,5.28,340921714.0,1801230143.0,2,2025-10-31 11:00,49.1,6.01,-1.3,1.83,6.01,-17.15,2.85,-8.35,-8.35,-1.34,-10.39,-6.92,-6.11,-12.18,-12.1,-11.2,-17.11,-16.86
2026-01-08,BURCE,5.04,26132136.0,131706056.0,3,2026-01-08 12:00,70.15,0.5,-7.63,0.5,20.88,-7.63,10.55,1.92,10.55,20.88,11.62,15.4,19.1,7.7,11.97,13.47,0.93,1.43
2026-01-09,BURCE,6.33,32708995.0,206967042.0,3,2026-01-09 12:00,75.65,2.51,-5.49,2.51,12.1,-10.11,12.1,3.5,7.01,10.44,-0.13,3.83,5.02,-3.24,-2.84,-5.95,-10.11,-9.85
2025-01-24,BVSAN,5.62,58227362.0,327269464.0,3,2025-01-24 12:00,121.0,2.4,-11.98,-10.74,2.4,-13.39,-5.87,-13.39,-8.68,-5.95,-9.92,-9.01,-5.29,-11.57,-8.93,-8.76,-13.31,-12.48
2024-08-26,BYDNR,6.11,10279990.0,62797629.0,1,2024-08-26 10:00,25.96,0.23,-8.24,-4.08,0.23,-12.56,-2.54,-9.63,-9.32,-8.4,-12.17,-11.48,-9.32,-12.56,-9.32,-4.78,-9.09,-6.93
2024-11-29,BYDNR,5.24,11166375.0,58521482.0,3,2024-11-29 12:00,22.04,0.0,-4.99,0.0,9.8,-4.99,2.99,-1.18,0.36,3.27,-0.64,1.63,5.9,0.82,1.36,9.8,4.45,8.35
2025-05-14,BYDNR,5.25,11582605.0,60818198.0,3,2025-05-14 12:00,21.1,1.33,-1.8,-0.28,2.18,-2.84,2.18,-1.14,0.0,1.42,-0.66,0.66,1.23,-2.09,-1.04,1.42,-2.84,0.28
2022-06-10,CASA,5.74,1436546.0,8242935.0,2,2022-06-10 13:00,120.0,0.0,-0.83,-0.83,9.08,-7.5,9.08,4.08,4.08,4.17,-1.67,-1.25,4.17,-1.25,-0.33,3.92,0.17,1.67
2022-06-27,CASA,6.76,2015945.0,13617900.0,2,2022-06-27 13:00,115.0,0.0,0.0,0.0,3.48,0.0,3.48,0.0,3.48,3.48,1.74,1.74,1.74,0.0,1.74,2.7,1.74,1.74
2022-07-06,CASA,6.57,2619093.0,17202620.0,3,2022-07-06 17:00,115.0,1.74,0.0,1.74,2.61,-1.57,1.74,1.74,1.74,2.61,1.74,2.61,0.78,-0.09,-0.09,-1.04,-1.57,-1.57
2023-09-26,CASA,10.42,8148178.0,84879596.0,1,2023-09-26 12:00,102.8,0.0,-8.95,-2.97,7.68,-13.52,6.71,-2.72,6.71,6.71,-3.94,-3.94,-9.44,-13.52,-10.94,7.68,7.68,7.68
2024-11-26,CASA,5.83,1929939.0,11259325.0,1,2024-11-26 12:00,95.55,0.0,-3.82,-3.77,0.0,-14.86,-4.92,-7.9,-7.9,-11.51,-11.88,-11.51,-5.81,-14.86,-11.04,-11.2,-13.13,-13.13
2025-03-27,CASA,5.56,1749835.0,9728151.0,2,2025-03-27 13:00,62.1,0.0,0.0,0.0,4.27,-3.86,-2.58,-3.46,-2.58,-1.77,-2.82,-1.77,0.48,-1.37,0.48,-1.37,-3.54,-1.37
2025-05-07,CASA,7.55,1923299.0,14523436.0,1,2025-05-07 12:00,86.5,0.0,0.0,0.0,60.81,0.0,10.0,10.0,10.0,20.92,20.81,20.92,32.95,32.83,32.95,60.81,60.12,60.12
2025-05-08,CASA,5.23,2647022.0,13850034.0,1,2025-05-08 12:00,95.15,0.0,0.0,0.0,46.19,0.0,9.93,9.83,9.93,20.86,20.76,20.86,32.95,32.95,32.95,45.56,31.06,31.06
2025-05-09,CASA,5.04,3498039.0,17623907.0,2,2025-05-09 13:00,104.6,0.0,0.0,0.0,32.98,0.0,9.94,9.85,9.94,20.94,20.94,20.94,32.98,32.41,32.41,7.36,7.36,7.36
2025-05-14,CASA,5.58,6400042.0,35694269.0,3,2025-05-14 17:00,139.0,0.0,-0.36,-0.36,0.0,-27.99,-0.36,-10.29,-10.29,-19.21,-19.21,-19.21,-27.27,-27.27,-27.27,-20.0,-27.99,-26.55
2025-05-13,CATES,5.25,28628846.0,150412986.0,2,2025-05-13 11:00,32.54,1.6,-5.41,-3.93,7.44,-5.41,-1.23,-5.35,-4.73,3.75,-2.58,-0.25,7.44,-0.12,5.96,0.49,-4.43,-4.43
2025-06-20,CATES,5.58,40364960.0,225092757.0,2,2025-06-20 11:00,31.38,11.22,-5.04,-4.4,11.22,-10.26,-4.02,-8.48,-8.48,-5.35,-7.33,-7.07,-4.97,-7.78,-7.71,-7.58,-10.26,-9.88
2025-08-13,CATES,5.62,66400448.0,372967059.0,3,2025-08-13 12:00,36.58,4.43,-3.77,-3.66,4.43,-7.11,-3.72,-7.05,-6.89,-5.03,-7.11,-5.63,-2.13,-5.08,-2.68,-1.48,-4.54,-3.01
2026-03-04,CATES,5.73,39981609.0,228955012.0,2,2026-03-04 11:00,40.76,2.94,-3.34,-3.34,22.13,-4.32,4.27,-4.32,0.64,4.81,-3.39,-1.18,8.68,-2.94,8.68,22.13,12.9,18.16
2026-03-10,CATES,5.36,66758702.0,357536512.0,3,2026-03-10 12:00,48.18,1.12,-3.15,-1.45,8.97,-4.48,3.32,-4.48,-0.04,7.62,0.04,6.06,8.97,-2.41,1.95,3.88,-3.07,-2.2
2025-07-22,CELHA,6.97,18708366.0,130411309.0,1,2025-07-22 10:00,9.4669,2.35,-3.19,2.35,40.6,-3.19,12.52,2.66,12.52,23.69,23.69,23.69,36.05,14.82,16.19,40.6,35.42,40.6
2025-07-23,CELHA,7.02,28731305.0,201774399.0,2,2025-07-23 11:00,10.652,0.0,-1.96,0.0,36.12,-1.96,9.93,9.93,9.93,20.92,2.05,3.27,13.59,5.52,13.59,36.12,17.91,22.98
2025-07-25,CELHA,5.62,38898067.0,218717521.0,3,2025-07-25 12:00,11.8,4.66,-7.88,-6.78,22.88,-7.88,2.54,-4.75,2.54,12.8,8.64,12.8,22.88,6.44,11.02,6.78,-5.0,-4.75
2025-11-28,CELHA,7.8,29914319.0,233387319.0,1,2025-11-28 10:00,11.43,9.71,-8.31,-2.45,17.06,-12.16,7.26,2.36,7.26,17.06,0.87,4.72,9.19,-0.44,-0.44,-2.71,-12.16,-11.81
2025-04-02,CEMAS,5.13,40328469.0,207032924.0,2,2025-04-02 11:00,3.58,0.56,-1.4,0.56,33.52,-3.91,10.06,-2.79,3.35,8.38,-0.56,0.56,10.61,-3.91,10.61,33.52,20.39,20.39
2025-04-07,CEMTS,5.4,87107094.0,470754274.0,2,2025-04-07 11:00,13.33,3.3,-2.48,-1.05,8.55,-3.75,7.13,-1.5,1.73,6.3,-0.3,3.75,8.55,1.5,3.0,7.28,-3.75,4.28
2026-03-25,CEOEM,6.54,31205059.0,203988998.0,2,2026-03-25 11:00,24.04,6.07,-7.82,-5.66,6.07,-14.89,-3.33,-10.4,-9.32,-8.49,-13.48,-12.56,-10.9,-13.81,-13.48,-12.23,-14.89,-12.56
2023-02-07,CMENT,6.87,514577.0,3536389.0,3,2023-02-07 17:00,68.8,0.0,0.0,0.0,23.62,0.0,9.96,9.67,9.96,20.93,20.93,20.93,23.62,18.82,23.62,16.28,16.06,16.06
2023-08-08,CMENT,5.04,1456035.0,7342905.0,2,2023-08-08 13:00,98.4,0.05,0.0,0.05,7.62,-9.91,0.1,-1.42,-1.42,-2.69,-9.55,-9.55,-0.76,-9.91,-0.76,7.62,5.69,7.62
2026-01-26,CONSE,5.05,19666145.0,99345875.0,3,2026-01-26 12:00,3.34,2.1,-0.6,2.1,5.09,-5.99,5.09,-1.5,-1.2,2.4,-2.1,-1.8,-1.2,-2.99,-2.1,-0.6,-5.99,-1.5
2024-12-10,COSMO,5.37,24896400.0,133791558.0,2,2024-12-10 11:00,130.0,2.46,-1.54,-0.62,12.92,-5.15,6.15,-5.15,-2.0,1.15,-3.77,-0.15,5.46,-2.31,4.77,10.0,0.15,2.08
2025-10-15,CRDFA,6.99,44093996.0,308093841.0,2,2025-10-15 13:00,13.64,0.0,-2.3,-2.3,0.0,-20.82,-12.02,-12.02,-12.02,-20.77,-20.82,-20.82,-12.9,-19.35,-16.91,-18.13,-18.67,-18.13
2025-10-08,CRFSA,9.6,45293769.0,434932369.0,1,2025-10-08 10:00,119.3,1.42,-7.12,-6.2,11.48,-9.56,-5.2,-9.56,-7.8,-1.93,-8.89,-5.2,4.27,-6.62,4.27,-1.42,-7.54,-5.11
2025-12-15,CRFSA,5.65,91835245.0,519199530.0,2,2025-12-15 11:00,120.3,1.33,-0.42,-0.42,4.16,-3.16,1.41,-3.16,-1.16,2.33,-1.75,-1.0,2.16,-1.0,0.67,0.5,-2.91,-2.83
2026-04-08,CRFSA,5.33,64514841.0,344156218.0,3,2026-04-08 12:00,158.3,0.76,-3.35,-0.82,6.7,-4.61,2.34,-2.72,0.06,2.97,-4.61,-2.59,6.13,-1.9,5.24,6.7,1.71,4.55
2024-12-17,CUSAN,7.09,14733029.0,104401864.0,2,2024-12-17 11:00,25.32,1.74,-2.69,0.87,8.61,-2.69,4.11,-0.87,1.26,4.66,-0.47,3.32,6.71,1.9,4.9,8.61,2.53,5.45
2025-08-13,CUSAN,5.07,42132530.0,213537837.0,3,2025-08-13 12:00,28.8,3.33,-3.68,-1.46,25.42,-10.42,-2.08,-10.42,-4.51,5.0,-7.5,5.0,15.49,13.75,15.49,22.01,10.35,19.65
2025-12-02,CUSAN,5.35,11997965.0,64159210.0,1,2025-12-02 10:00,24.08,9.3,-6.23,-5.73,9.3,-8.55,-1.66,-7.64,-7.64,-1.5,-8.55,-4.9,-4.9,-7.81,-7.81,-7.06,-8.06,-7.81
2026-01-28,CUSAN,5.59,21560511.0,120428360.0,2,2026-01-28 11:00,29.8,0.4,-1.48,0.4,10.4,-10.54,10.4,6.17,10.4,10.13,-0.6,-0.6,-2.35,-10.54,-9.4,8.99,-4.36,-1.14
2025-07-14,DAGI,5.22,38827624.0,202751006.0,2,2025-07-14 11:00,5.71,5.6,-3.5,-2.98,17.16,-5.43,6.65,-5.43,2.63,12.78,5.43,11.21,17.16,6.3,12.08,8.76,-0.35,0.53
2025-07-16,DAGI,5.19,55253094.0,286835019.0,3,2025-07-16 12:00,5.91,3.05,-3.55,-0.85,13.2,-6.26,8.97,1.86,7.45,13.2,2.71,8.29,12.18,4.4,4.91,-1.02,-6.26,-6.09
2025-07-22,DAPGM,5.42,129460259.0,701137582.0,1,2025-07-22 10:00,10.3,4.66,-5.73,2.91,25.05,-5.73,6.6,0.68,2.14,5.44,1.46,2.33,5.44,3.01,3.4,25.05,18.74,25.05
2024-12-02,DARDL,7.88,18179568.0,143235450.0,1,2024-12-02 10:00,2.7017,0.0,-4.26,0.0,8.05,-8.66,8.05,-8.66,-7.45,0.3,-8.36,-3.65,-3.04,-7.6,-6.69,-2.89,-6.69,-5.32
2024-12-03,DARDL,7.66,24910893.0,190853691.0,1,2024-12-03 10:00,2.8167,3.64,-12.39,-11.22,3.64,-12.39,-3.79,-12.1,-7.58,-7.0,-11.37,-10.5,-6.85,-11.66,-9.04,-6.12,-12.1,-7.0
2024-12-13,DERHL,6.87,78633176.0,540398814.0,2,2024-12-13 11:00,15.48,5.62,-5.68,-2.58,5.62,-10.47,1.94,-3.1,-2.13,0.13,-10.47,-10.08,-1.1,-10.34,-1.1,2.39,-10.4,-7.24
2026-01-23,DERHL,5.54,63752718.0,353241731.0,3,2026-01-23 12:00,14.21,5.77,-3.24,2.04,5.77,-3.24,5.0,-1.76,-1.41,0.63,-2.74,-1.2,0.63,-1.9,-0.63,4.36,-1.97,0.42
2024-07-29,DERIM,6.23,22307108.0,138973253.0,1,2024-07-29 10:00,46.88,1.45,-7.76,-5.5,1.45,-24.74,-1.92,-10.96,-10.2,-3.03,-15.7,-13.05,-9.34,-13.35,-12.88,-18.73,-24.74,-23.68
2025-12-30,DERIM,7.2,7116451.0,51229419.0,2,2025-12-30 11:00,36.84,0.0,-5.21,0.0,8.31,-7.55,8.31,-3.85,-0.16,2.61,-1.85,-1.3,2.39,-3.8,-0.54,-0.92,-7.55,-5.16
2025-12-31,DERIM,7.06,9366473.0,66115690.0,1,2025-12-31 10:00,37.84,5.44,-6.4,-2.8,5.44,-9.99,-0.11,-4.44,-3.91,-0.32,-6.34,-3.17,-2.8,-6.29,-5.34,-6.4,-9.88,-6.55
2026-04-15,DERIM,5.08,16237595.0,82420585.0,3,2026-04-15 12:00,39.86,1.91,-1.51,0.15,8.18,-2.06,1.66,-2.06,-1.4,1.61,-2.06,0.85,6.17,-0.7,3.36,4.32,1.25,2.86
2025-01-16,DESA,5.94,11881613.0,70564438.0,1,2025-01-16 10:00,11.25,1.96,-8.62,-7.56,1.96,-13.78,-7.11,-11.02,-9.87,-9.51,-10.76,-10.49,-9.6,-11.29,-11.11,-8.44,-11.73,-11.02
2025-05-09,DESA,9.44,10521759.0,99377927.0,1,2025-05-09 10:00,8.92,3.36,-1.91,-1.01,8.07,-1.91,5.16,-1.57,2.91,3.81,1.23,2.91,8.07,2.47,4.6,3.92,1.57,2.35
2026-03-03,DESPC,5.53,15143467.0,83748662.0,3,2026-03-03 12:00,42.28,3.41,-2.37,-2.37,3.41,-11.87,-1.84,-9.27,-7.76,-5.91,-10.08,-7.62,-6.76,-10.31,-9.65,-5.06,-8.61,-5.06
2025-03-10,DEVA,6.56,30574395.0,200599770.0,1,2025-03-10 10:00,66.3,3.24,-2.26,-2.26,3.24,-3.7,-1.73,-3.39,-3.09,-2.34,-3.7,-3.54,-1.36,-3.39,-1.73,-0.45,-1.36,-1.06
2025-04-28,DGATE,5.93,18396010.0,109154257.0,2,2025-04-28 11:00,64.45,0.39,-2.79,0.39,18.7,-2.79,10.24,3.49,3.57,11.71,0.08,9.46,16.52,10.24,16.37,14.2,1.78,5.9
2026-04-13,DGNMO,10.26,29277027.0,300512846.0,1,2026-04-13 10:00,6.08,0.0,-11.84,0.0,54.11,-11.84,9.87,9.87,9.87,20.72,20.72,20.72,32.73,28.12,32.73,54.11,40.62,44.41
2026-04-20,DGNMO,5.39,60860861.0,328138098.0,3,2026-04-20 12:00,9.12,2.41,-4.93,-3.73,15.13,-5.7,-1.32,-5.7,-3.51,6.14,-3.51,6.14,15.13,-3.18,3.18,4.39,-4.61,-0.33
2022-07-27,DIRIT,6.5,110673.0,719077.0,3,2022-07-27 17:00,3.35,0.0,0.0,0.0,13.43,-5.97,9.85,9.85,9.85,13.43,9.85,13.13,11.94,2.09,2.09,-5.07,-5.97,-5.07
2022-07-29,DIRIT,5.04,178368.0,898100.0,1,2022-07-29 12:00,3.68,3.26,0.0,2.99,3.26,-14.4,1.9,-7.07,-7.07,-7.07,-13.04,-12.77,-13.59,-14.4,-13.59,-8.97,-11.14,-8.97
2023-03-10,DIRIT,5.37,268207.0,1441102.0,2,2023-03-10 13:00,5.58,0.0,0.0,0.0,0.0,-12.01,-2.15,-8.6,-8.6,-8.6,-12.01,-10.39,-6.81,-10.39,-8.42,-5.02,-6.81,-6.81
2024-01-30,DIRIT,5.88,3942566.0,23185702.0,1,2024-01-30 12:00,23.0,0.0,-5.22,-5.22,0.0,-28.13,-14.7,-14.7,-14.7,-23.22,-23.22,-23.22,-15.7,-28.13,-16.09,-24.17,-24.17,-24.17
2024-07-18,DIRIT,6.26,7572678.0,47379950.0,1,2024-07-18 12:00,42.38,0.0,-9.25,-9.25,24.94,-9.25,-0.19,-9.25,-0.19,9.77,-6.09,9.77,17.93,17.89,17.93,24.94,22.7,24.94
2025-03-12,DIRIT,5.92,2302124.0,13619822.0,3,2025-03-12 17:00,27.0,0.0,-2.96,-2.96,1.85,-19.56,-2.74,-3.7,-2.74,1.85,-3.7,-3.7,-3.7,-7.19,-6.96,-14.3,-19.56,-19.56
2025-05-26,DIRIT,5.19,2220683.0,11522820.0,1,2025-05-26 12:00,26.46,0.0,-9.3,-4.61,1.66,-19.88,1.66,-5.52,-3.63,-5.82,-13.23,-13.23,-14.97,-19.43,-18.44,-14.59,-18.75,-18.75
2026-03-31,DIRIT,5.86,2388609.0,14002975.0,3,2026-03-31 17:00,33.98,0.0,-2.94,-2.94,0.0,-21.13,-6.59,-12.6,-12.6,-16.72,-18.19,-16.72,-18.3,-19.48,-19.48,-17.66,-21.13,-21.13
2025-04-15,DITAS,5.03,11600957.0,58330864.0,3,2025-04-15 12:00,7.4238,1.3,-4.04,-2.87,1.3,-9.58,1.3,-7.6,-7.12,-4.11,-8.76,-6.84,-5.68,-8.9,-8.76,-4.86,-9.58,-8.83
2025-05-27,DITAS,5.5,26474033.0,145539497.0,3,2025-05-27 12:00,10.1067,5.08,-3.52,-1.71,8.09,-11.16,0.45,-9.5,-9.5,-1.71,-11.16,-3.47,4.98,-5.03,2.16,-2.66,-7.24,-6.33
